,literature,temperatureOptimumMaximum,temperatureOptimum,commentary,organism,ecNumber
17769,[692122],30,20,isozyme SCO1725,Streptomyces coelicolor,3.1.1.3
17770,[659613],,22,,Serratia marcescens,3.1.1.3
17771,[649985],,23,assay at,Mus musculus,3.1.1.3
17772,[649985],,23,assay at,Rattus norvegicus,3.1.1.3
17773,[651022],35,25,,Aspergillus niger,3.1.1.3
17774,[658285],,25,,Pseudomonas fluorescens,3.1.1.3
17775,[730877],,25,,Oryza sativa,3.1.1.3
17776,[659800],,25,,Burkholderia plantarii,3.1.1.3
17777,[651027],,25,assay at,Bacillus subtilis,3.1.1.3
17778,[651027],,25,assay at,Homo sapiens,3.1.1.3
17779,[651027],,25,assay at,Sus scrofa,3.1.1.3
17780,[678851],,25,assay at,Pseudomonas fluorescens,3.1.1.3
17781,[651027],,25,assay at,Rhizopus oryzae,3.1.1.3
17782,[664934],,25,assay at,Solanum lycopersicum,3.1.1.3
17783,[651027],,25,assay at,Fusarium solani,3.1.1.3
17784,[664060],,25,assay at,Fusarium solani,3.1.1.3
17785,[651027],,25,assay at,Diutina rugosa,3.1.1.3
17786,[651027],,25,assay at,Rhizomucor miehei,3.1.1.3
17787,[651027],,25,assay at,Thermomyces lanuginosus,3.1.1.3
17788,[651027],,25,assay at,Rhizopus japonicus,3.1.1.3
17789,[678851],,25,assay at,Moesziomyces antarcticus,3.1.1.3
17790,[651027],,25,assay at,Chromobacterium viscosum,3.1.1.3
17791,[651027],,25,assay at,Alcaligenes ssp.,3.1.1.3
17792,[681492],40,25,,Geotrichum candidum,3.1.1.3
17793,[651120],,28,plate assay at,Candida parapsilosis,3.1.1.3
17794,[658315],,29,,Burkholderia cepacia,3.1.1.3
17795,[664815],,29,,Pseudomonas fragi,3.1.1.3
17796,[80832],,30,,Neurospora crassa,3.1.1.3
17797,[713778],,30,,Bacillus sp. (in: Bacteria),3.1.1.3
17798,[651516],,30,,Micrococcus sp.,3.1.1.3
17799,[693798],,30,,Penicillium camemberti,3.1.1.3
17800,[691403],,30,,Psychrobacter sp.,3.1.1.3
17801,[681355],,30,,Psychrobacter sp.,3.1.1.3
17802,[652407],,30,assay at,Saccharomyces cerevisiae,3.1.1.3
17803,[665672],,30,assay at,Saccharomyces cerevisiae,3.1.1.3
17804,[682607],,30,assay at,Pseudomonas aeruginosa,3.1.1.3
17805,[682631],,30,assay at,Pseudomonas aeruginosa,3.1.1.3
17806,[651285],,30,assay at,Diutina rugosa,3.1.1.3
17807,[650306],,30,assay at,Pseudomonas sp.,3.1.1.3
17808,[665576],,30,assay at,Ricinus communis,3.1.1.3
17809,[679716],,30,assay at,Pseudomonas aeruginosa,3.1.1.3
17810,[667017],,30,native and recombinant enzyme,Blastobotrys adeninivorans,3.1.1.3
17811,[665266],,30,"isozyme LIP I, and isozyme LIP I with substrate triolein",Fagopyrum esculentum,3.1.1.3
17812,[714773],40,30,,Penaeus vannamei,3.1.1.3
17813,[691344],45,30,crude enzymatic extract,Penicillium verrucosum,3.1.1.3
17814,[80810],,33,,Staphylococcus aureus,3.1.1.3
17815,[682616],,33,,Bacillus cereus,3.1.1.3
17816,[716176],,33,wild type enzyme,Bacillus sp. (in: Bacteria),3.1.1.3
17817,[690670],,33,isozyme Lip-1,Liza parsia,3.1.1.3
17818,[691403],,35,,Pseudomonas sp.,3.1.1.3
17819,[714583],,35,,Yarrowia lipolytica,3.1.1.3
17820,[681485],,35,,Rhizopus oryzae,3.1.1.3
17821,[650367],,35,,Bacillus pumilus,3.1.1.3
17822,[691403],,35,,Aeromonas sp.,3.1.1.3
17823,[690785],,35,,Aureobasidium pullulans,3.1.1.3
17824,[715063],,35,,Oncorhynchus tshawytscha,3.1.1.3
17825,[653102],,35,,Penicillium candidum,3.1.1.3
17826,[666368],,35,,Pseudomonas aeruginosa,3.1.1.3
17827,[715063],,35,,Macruronus novaezelandiae,3.1.1.3
17828,[690486],,35,,Aureobasidium pullulans,3.1.1.3
17829,[714000],,35,free enzyme,Diutina rugosa,3.1.1.3
17830,[650654],,35,extracellular enzyme,Rhizopus oryzae,3.1.1.3
17831,[679881],,35,substrate 4-nitrophenyl butyrate,uncultured bacterium,3.1.1.3
17832,[690670],,35,isozyme Lip-2,Liza parsia,3.1.1.3
17833,[691471],40,35,,Todarodes pacificus,3.1.1.3
17834,[714856],38,35,"the highest residual lipase activity is found for all five lipase isoforms within a temperature range of approximately 35-38&deg;C. At higher temperatures, particularly above 40&deg;C, a significant decrease in enzyme activity is observed",Fusarium graminearum,3.1.1.3
17835,[677772],45,35,"optimum 2, constitutive enzyme",Aspergillus niger,3.1.1.3
17836,[653101],55,35,,Aspergillus niger,3.1.1.3
17837,[693798],,37,,Sus scrofa,3.1.1.3
17838,[649346],,37,,Triticum aestivum,3.1.1.3
17839,[681482],,37,,Serratia marcescens,3.1.1.3
17840,[691403],,37,,Serratia marcescens,3.1.1.3
17841,[650524],,37,,Pseudomonas mendocina,3.1.1.3
17842,[690493],,37,,Acinetobacter sp.,3.1.1.3
17843,[657490],,37,,Burkholderia cepacia,3.1.1.3
17844,[716527],,37,,Carica papaya,3.1.1.3
17845,[693798],,37,,Mucor javanicus,3.1.1.3
17846,[653693],,37,,Aspergillus carneus,3.1.1.3
17847,[650429],,37,,Staphylococcus simulans,3.1.1.3
17848,[692392],,37,,Staphylococcus simulans,3.1.1.3
17849,[664191],,37,,Scorpio maurus,3.1.1.3
17850,[678497],,37,,Scorpio maurus,3.1.1.3
17851,[681358],,37,,Serratia marcescens,3.1.1.3
17852,[694532],,37,,Testudo graeca nabeulensis,3.1.1.3
17853,[677300],,37,assay at,Bacillus subtilis,3.1.1.3
17854,[651396],,37,assay at,Homo sapiens,3.1.1.3
17855,[664171],,37,assay at,Homo sapiens,3.1.1.3
17856,[665586],,37,assay at,Homo sapiens,3.1.1.3
17857,[681263],,37,assay at,Homo sapiens,3.1.1.3
17858,[664171],,37,assay at,Sus scrofa,3.1.1.3
17859,[664172],,37,assay at,Sus scrofa,3.1.1.3
17860,[681490],,37,assay at,Sus scrofa,3.1.1.3
17861,[650697],,37,assay at,Diutina rugosa,3.1.1.3
17862,[679242],,37,assay at,Diutina rugosa,3.1.1.3
17863,[677840],,37,assay at,Manduca sexta,3.1.1.3
17864,[681490],,37,assay at,Rhizomucor miehei,3.1.1.3
17865,[664788],,37,assay at,Struthio camelus,3.1.1.3
17866,[682646],,37,assay at,Staphylococcus xylosus,3.1.1.3
17867,[679311],,37,assay at,Scorpio maurus,3.1.1.3
17868,[664965],,37,assay at,Rhizopus oryzae,3.1.1.3
17869,[677635],,37,assay at,Penicillium expansum,3.1.1.3
17870,[677808],,37,assay at,Gallus gallus,3.1.1.3
17871,[680279],,37,assay at,Diutina rugosa,3.1.1.3
17872,[681858],,37,assay at,Rhizopus homothallicus,3.1.1.3
17873,[678397],,37,assay at,Yarrowia lipolytica,3.1.1.3
17874,[727723],,37,assay at,Burkholderia cepacia,3.1.1.3
17875,[682678],,37,assay at,Staphylococcus xylosus,3.1.1.3
17876,[665729],,37,assay at,Mycobacterium tuberculosis,3.1.1.3
17877,[749967],,37,assay at,Thermomyces dupontii,3.1.1.3
17878,[678010],,37,free enzyme,Diutina rugosa,3.1.1.3
17879,[716082],,37,recombinant enzyme,Meleagris gallopavo,3.1.1.3
17880,[679894],,37,noninduced lipase ROLw,Rhizopus oryzae,3.1.1.3
17881,[693798],,37,lipase OF,Diutina rugosa,3.1.1.3
17882,[714870],,37,"free enzyme, there is a rapid decrease of activity at temperatures above 37&deg;C (about 70% and 40% residual activity at 40&deg;C and 60&deg;C, respectively)",Diutina rugosa,3.1.1.3
17883,[714505],,37,optimal temperature for transesterification,Rhizomucor miehei,3.1.1.3
17884,[716176],,38,mutant enzyme I56T,Bacillus sp. (in: Bacteria),3.1.1.3
17885,[691448],,40,,Triticum aestivum,3.1.1.3
17886,[651552],,40,,Aspergillus nidulans,3.1.1.3
17887,[691403],,40,,Aspergillus nidulans,3.1.1.3
17888,[694844],,40,,Pseudomonas aeruginosa,3.1.1.3
17889,[682667],,40,,Yarrowia lipolytica,3.1.1.3
17890,[713788],,40,,Serratia marcescens,3.1.1.3
17891,[693798],,40,,Rhizopus oryzae,3.1.1.3
17892,[658292],,40,,Arthrobacter sp.,3.1.1.3
17893,[691762],,40,,Alcaligenes sp.,3.1.1.3
17894,[692905],,40,,Acinetobacter sp.,3.1.1.3
17895,[714489],,40,,Streptomyces sp.,3.1.1.3
17896,[693798],,40,,Penicillium roqueforti,3.1.1.3
17897,[691356],,40,,Rhizopus microsporus var. chinensis,3.1.1.3
17898,[693798],,40,,Rhizopus niveus,3.1.1.3
17899,[80826],,40,,Penicillium cyclopium,3.1.1.3
17900,[664645],,40,,Hyalomma dromedarii,3.1.1.3
17901,[691764],,40,,Burkholderia sp.,3.1.1.3
17902,[666216],,40,,Geotrichum marinum,3.1.1.3
17903,[682611],,40,,Yarrowia lipolytica,3.1.1.3
17904,[682645],,40,,Yarrowia lipolytica,3.1.1.3
17905,[691405],,40,,Burkholderia cepacia,3.1.1.3
17906,[729462],,40,,Yarrowia lipolytica,3.1.1.3
17907,[742147],,40,,Rhizomucor miehei,3.1.1.3
17908,[666789],,40,assay at,Carica papaya,3.1.1.3
17909,[690498],,40,free enzyme,Pseudomonas aeruginosa,3.1.1.3
17910,[666831],,40,recombinant enzyme,Geobacillus stearothermophilus,3.1.1.3
17911,[665288],,40,recombinant enzyme,Diutina rugosa,3.1.1.3
17912,[692254],,40,at pH 7.1,Pseudoalteromonas haloplanktis,3.1.1.3
17913,[664236],,40,extracellular enzyme,Pseudomonas aeruginosa,3.1.1.3
17914,[650654],,40,strain F-111,Pseudomonas oleovorans,3.1.1.3
17915,[665266],,40,isozyme LIP I with substrate 4-nitrophenyl laurate,Fagopyrum esculentum,3.1.1.3
17916,[681046],,40,free lipase,Sus scrofa,3.1.1.3
17917,[694108],,40,recombinant mature lipase,Geobacillus thermoleovorans,3.1.1.3
17918,[714000],,40,Al2O3-immobilized enzyme,Diutina rugosa,3.1.1.3
17919,[678010],50,40,"immobilized enzyme dependent on the immobilization agent, overview",Diutina rugosa,3.1.1.3
17920,[716191],,42,,Staphylococcus xylosus,3.1.1.3
17921,[693798],,45,,Aspergillus niger,3.1.1.3
17922,[652591],,45,,Pseudomonas fluorescens,3.1.1.3
17923,[691403],,45,,Pseudomonas sp.,3.1.1.3
17924,[682643],,45,,Bacillus coagulans,3.1.1.3
17925,[692424],,45,,Bacillus licheniformis,3.1.1.3
17926,[693798],,45,,Burkholderia cepacia,3.1.1.3
17927,[80830],,45,,Thermomyces lanuginosus,3.1.1.3
17928,[650654],,45,,Hyphopichia burtonii,3.1.1.3
17929,[682645],,45,,Yarrowia lipolytica,3.1.1.3
17930,[742133],,45,,Malbranchea cinnamomea,3.1.1.3
17931,[741707],,45,wild-type,Rhizomucor miehei,3.1.1.3
17932,[679885],,45,recombinant enzyme,Bacillus megaterium,3.1.1.3
17933,[650654],,45,crude enzyme,Penicillium wortmanii,3.1.1.3
17934,[682488],,45,extracellular isozyme 1,Pseudomonas aeruginosa,3.1.1.3
17935,[681046],,45,immobilized lipase,Sus scrofa,3.1.1.3
17936,[690498],,45,immobilied enzyme,Pseudomonas aeruginosa,3.1.1.3
17937,[693798],,45,lipase AYS,Diutina rugosa,3.1.1.3
17938,[742676],,45,deglycosylated form,Thermomyces dupontii,3.1.1.3
17939,[692122],55,45,isozyme SCO7513,Streptomyces coelicolor,3.1.1.3
17940,[80835],50,45,,Rhodotorula mucilaginosa,3.1.1.3
17941,[650654],60,45,extracellular enzyme,Pseudomonas sp.,3.1.1.3
17942,[677772],,48,"optimum 1, constitutive enzyme",Aspergillus niger,3.1.1.3
17943,[691357],,50,,Aspergillus niger,3.1.1.3
17944,[653692],,50,,Bacillus sp. (in: Bacteria),3.1.1.3
17945,[715393],,50,,Pseudomonas mendocina,3.1.1.3
17946,[729064],,50,,Cupriavidus necator,3.1.1.3
17947,[666695],,50,,Helianthus annuus,3.1.1.3
17948,[681492],,50,,Geotrichum candidum,3.1.1.3
17949,[652764],,50,,Pseudomonas sp.,3.1.1.3
17950,[716181],,50,,uncultured bacterium,3.1.1.3
17951,[729477],,50,,Trichosporon asahii,3.1.1.3
17952,[680972],,50,assay at,Moesziomyces antarcticus,3.1.1.3
17953,[651120],,50,in vitro assay at,Candida parapsilosis,3.1.1.3
17954,[650654],,50,"optimal growth temperature, strain RS-12, and extracellular enzyme",Bacillus sp. (in: Bacteria),3.1.1.3
17955,[682488],,50,extracellular isozyme 2,Pseudomonas aeruginosa,3.1.1.3
17956,[742676],,50,glycosylated form,Thermomyces dupontii,3.1.1.3
17957,[80841],55,50,,Pseudomonas fluorescens,3.1.1.3
17958,[666825],55,50,recombinant refolded enzyme,Ralstonia sp.,3.1.1.3
17959,[677728],70,50,,Moesziomyces antarcticus,3.1.1.3
17960,[680528],,55,,Bacillus megaterium,3.1.1.3
17961,[693798],,55,,Pseudomonas fluorescens,3.1.1.3
17962,[666830],,55,,Bacillus coagulans,3.1.1.3
17963,[651141],,55,,Acinetobacter sp.,3.1.1.3
17964,[691565],,55,,Carica papaya,3.1.1.3
17965,[714870],,55,immobilized enzyme,Diutina rugosa,3.1.1.3
17966,[653738],,55,recombinant enzyme,Geobacillus stearothermophilus,3.1.1.3
17967,[650654],,55,strain MB5001,Pseudomonas aeruginosa,3.1.1.3
17968,[677635],,55,conversion of racemic ibuprofen,Penicillium expansum,3.1.1.3
17969,[741707],,55,mutant T18K/T22I/E230I,Rhizomucor miehei,3.1.1.3
17970,[690508],,60,,Bacillus cereus,3.1.1.3
17971,[714501],,60,,Amycolatopsis mediterranei,3.1.1.3
17972,[693798],,60,,Rhizomucor miehei,3.1.1.3
17973,[660509],,60,,Moesziomyces antarcticus,3.1.1.3
17974,[678491],,60,,Homarus americanus,3.1.1.3
17975,[664795],,60,,Geobacillus thermoleovorans,3.1.1.3
17976,[713783],,60,,Acinetobacter baylyi,3.1.1.3
17977,[693130],,60,,Thermobifida fusca,3.1.1.3
17978,[741647],,60,,Thermomyces dupontii,3.1.1.3
17979,[653203],,60,assay at,Bacillus sp. (in: Bacteria),3.1.1.3
17980,[728732],,60,assay at,Geobacillus thermocatenulatus,3.1.1.3
17981,[722957],,60,assay at,Archaeoglobus fulgidus,3.1.1.3
17982,[651025],,60,recombinant enzyme,Bacillus sp. (in: Bacteria),3.1.1.3
17983,[694108],,60,native enzyme,Geobacillus thermoleovorans,3.1.1.3
17984,[651018],,60,BTID-B,Geobacillus thermoleovorans,3.1.1.3
17985,[650654],,60,"enzyme from strain A30-1, also optimal growth temperature for the strain in vivo at pH 9.0",Bacillus sp. (in: Bacteria),3.1.1.3
17986,[650654],,60,strain KW1-56,Pseudomonas sp.,3.1.1.3
17987,[663907],,60,"phosphate buffer, pH 8.0",Penicillium aurantiogriseum,3.1.1.3
17988,[741707],,60,mutant T18K/T22I/S56C/N63C/V189C/E230I/D238C,Rhizomucor miehei,3.1.1.3
17989,[682608],65,60,recombinant enzyme,Geobacillus thermoleovorans,3.1.1.3
17990,[651018],65,60,BTID-A,Geobacillus thermoleovorans,3.1.1.3
17991,[650654],65,60,L1,Geobacillus stearothermophilus,3.1.1.3
17992,[80829],,65,,Pseudomonas fragi,3.1.1.3
17993,[714509],,65,,Geobacillus sp.,3.1.1.3
17994,[653758],,65,"with substrate tributyrin, pH 8.0",Geobacillus thermocatenulatus,3.1.1.3
17995,[713808],,65,"above the optimal temperature, the activity decreases sharply with almost 80% loss of its original activity at 75&deg;C",Aspergillus fumigatus,3.1.1.3
17996,[729356],,66,enzyme immobilized on octyl-agarose or glyoxyl agarose,Pyrococcus furiosus,3.1.1.3
17997,[650618],,68,with olive oil as substrate,Geobacillus stearothermophilus,3.1.1.3
17998,[680948],,70,,Pseudomonas aeruginosa,3.1.1.3
17999,[727566],,70,,Haloarcula sp.,3.1.1.3
18000,[681489],,70,,Burkholderia cepacia,3.1.1.3
18001,[694965],,70,"using 4-nitrophenyl palmitate as a substrate, for a fixed pH of 8.0",Pyrococcus furiosus,3.1.1.3
18002,[653758],,75,"with substrate triolein, pH 8.0",Geobacillus thermocatenulatus,3.1.1.3
18003,[652958],80,75,,Geobacillus stearothermophilus,3.1.1.3
18004,[713893],,78,,Fervidobacterium changbaicum,3.1.1.3
18005,[665778],,80,,Thermus thermophilus,3.1.1.3
18006,[653521],,80,,Oryza sativa,3.1.1.3
18007,[650684],,90,,Pseudomonas sp.,3.1.1.3
18008,[722957],,90,,Archaeoglobus fulgidus,3.1.1.3
18009,[677702],,96,"about, LipA and LipB",Thermosyntropha lipolytica,3.1.1.3
18010,[734495],,98,substrate 4-nitrophenyl palmitate,Saccharolobus solfataricus,3.1.1.3
18011,[80870],,25,,Homo sapiens,3.1.1.31
18012,[80870],,25,assay at,Bos taurus,3.1.1.31
18013,[714104],,25,assay at,Plasmodium falciparum,3.1.1.31
18014,[714104],,25,assay at,Homo sapiens,3.1.1.31
18015,[80873],,25,pH 7.0 provides favourable conditions for the enzyme assay,Homo sapiens,3.1.1.31
18016,[750863],42.5,37,,Giardia intestinalis,3.1.1.31
18017,[94341],30,20,,Katsuwonus pelamis,3.1.1.32
18018,[650319],30,20,,Katsuwonus pelamis,3.1.1.32
18019,[692411],30,20,,Katsuwonus pelamis,3.1.1.32
18020,[678064],,22,assay at,Trypanosoma brucei,3.1.1.32
18021,[94311],,31,,Manduca sexta,3.1.1.32
18022,[692119],,35,recombinant enzyme,Serratia sp. xJF1,3.1.1.32
18023,[681568],,36.5,assay at,Giardia intestinalis,3.1.1.32
18024,[715840],,37,assay at,Homo sapiens,3.1.1.32
18025,[729305],,37,assay at,Sus scrofa,3.1.1.32
18026,[682933],,37,assay at,Polybia paulista,3.1.1.32
18027,[730354],,37,assay at,Trypanosoma cruzi,3.1.1.32
18028,[680300],,40,assay at,Fusarium venenatum,3.1.1.32
18029,[94316],,50,,Prevotella melaninogenica,3.1.1.32
18030,[729743],,50,,Streptomyces albidoflavus,3.1.1.32
18031,[749788],,50,assay at,Thermomyces lanuginosus,3.1.1.32
18032,[729772],,55,immobilized enzyme,Fusarium oxysporum,3.1.1.32
18033,[729772],,55,immobilized enzyme,Thermomyces lanuginosus,3.1.1.32
18034,[679553],,55,assay at,Fusarium oxysporum,3.1.1.32
18035,[679553],,55,assay at,Thermomyces lanuginosus,3.1.1.32
18036,[749777],,60,,Trichoderma atroviride,3.1.1.32
18037,[664829],65,60,,Arabidopsis thaliana,3.1.1.32
18038,[751349],,25,assay at,Burkholderia sp.,3.1.1.34
18039,[749450],40,25,assay at,Burkholderia sp.,3.1.1.34
18040,[709009],,30,assay at,Mus musculus,3.1.1.34
18041,[709009],,30,assay at,Bos taurus,3.1.1.34
18042,[750251],,35,asssay at,Aspergillus niger,3.1.1.34
18043,[80921],,37,,Gallus gallus,3.1.1.34
18044,[80921],,37,,Rattus norvegicus,3.1.1.34
18045,[80896],,37,,Oncorhynchus mykiss,3.1.1.34
18046,[749916],,37,assay at,Homo sapiens,3.1.1.34
18047,[751424],,37,assay at,Homo sapiens,3.1.1.34
18048,[751830],,37,assay at,Homo sapiens,3.1.1.34
18049,[651069],,30,,Acinetobacter calcoaceticus,3.1.1.35
18050,[730943],,60,,Geobacillus sp.,3.1.1.35
18051,[80925],,50,,Pseudomonas sp.,3.1.1.38
18052,[80924],55,50,,Pseudomonas sp.,3.1.1.38
18053,[80927],,-999,energy of activation: 15.9 kcal,Actinoplanes missouriensis,3.1.1.39
18054,[80926],,38,,Actinoplanes missouriensis,3.1.1.39
18055,[80927],45,38,,Actinoplanes missouriensis,3.1.1.39
18056,[663893],,4,,Lonomia obliqua,3.1.1.4
18057,[662027],30,24,,Pseudomonas aeruginosa,3.1.1.4
18058,[693127],,25,assay at,Rattus norvegicus,3.1.1.4
18059,[693770],,25,assay at,Rattus norvegicus,3.1.1.4
18060,[678154],,25,assay at,Apis mellifera,3.1.1.4
18061,[678154],,25,assay at,Homo sapiens,3.1.1.4
18062,[715892],,30,,Tribolium castaneum,3.1.1.4
18063,[695214],,30,assay at,Naja atra,3.1.1.4
18064,[679198],40,30,,Arabidopsis thaliana,3.1.1.4
18065,[133884],,35,,Trypanosoma congolense,3.1.1.4
18066,[682715],40,35,,Bothrops jararacussu,3.1.1.4
18067,[653029],40,35,,Crotalus durissus cascavella,3.1.1.4
18068,[653031],45,35,,Bothrops jararacussu,3.1.1.4
18069,[664192],45,35,,Lachesis muta muta,3.1.1.4
18070,[714775],45,35,,Bothrocophias hyoprora,3.1.1.4
18071,[650645],,37,,Meleagris gallopavo,3.1.1.4
18072,[678382],,37,,Camelus dromedarius,3.1.1.4
18073,[752299],,37,,Crotalus oreganus lutosus,3.1.1.4
18074,[681261],,37,assay at,Mus musculus,3.1.1.4
18075,[678388],,37,assay at,Homo sapiens,3.1.1.4
18076,[678613],,37,assay at,Homo sapiens,3.1.1.4
18077,[680922],,37,assay at,Homo sapiens,3.1.1.4
18078,[690843],,37,assay at,Homo sapiens,3.1.1.4
18079,[693203],,37,assay at,Homo sapiens,3.1.1.4
18080,[695213],,37,assay at,Homo sapiens,3.1.1.4
18081,[690843],,37,assay at,Rattus norvegicus,3.1.1.4
18082,[682649],,37,assay at,Streptomyces coelicolor,3.1.1.4
18083,[691184],,37,assay at,Calloselasma rhodostoma,3.1.1.4
18084,[692178],,37,assay at,Crotalus adamanteus,3.1.1.4
18085,[691770],,37,assay at,Daboia russelii,3.1.1.4
18086,[691770],,37,assay at,Naja naja,3.1.1.4
18087,[678449],,37,assay at,Daboia siamensis,3.1.1.4
18088,[691332],,37,assay at,Agkistrodon piscivorus piscivorus,3.1.1.4
18089,[695213],,37,assay at,Bothrops jararacussu,3.1.1.4
18090,[678429],,37,assay at,Bothrops alternatus,3.1.1.4
18091,[677525],,37,assay at,Sus scrofa,3.1.1.4
18092,[751531],,37,assay at,Sus scrofa,3.1.1.4
18093,[681057],,37,assay at,Daboia russelii russelii,3.1.1.4
18094,[681856],,37,assay at,Homo sapiens,3.1.1.4
18095,[682649],,37,assay at,Streptomyces violaceoruber,3.1.1.4
18096,[695211],,37,assay at,Bothrops insularis,3.1.1.4
18097,[691770],,37,assay at,Trimeresurus malabaricus,3.1.1.4
18098,[691807],,37,assay at,Homo sapiens,3.1.1.4
18099,[708480],,37,with phosphatidylcholine as substrate in the presence of 4 mM Ca2+ and 1 mM sodium taurodeoxycholate,Gallus gallus,3.1.1.4
18100,[681062],40,37,,Struthio camelus,3.1.1.4
18101,[729340],45,37,,Daboia russelii,3.1.1.4
18102,[133914],43,37,,Escherichia coli,3.1.1.4
18103,[649606],,40,,Vibrio mimicus,3.1.1.4
18104,[716083],,40,,Dasyatis pastinaca,3.1.1.4
18105,[731034],,40,,Photobacterium damselae,3.1.1.4
18106,[729999],,40,assay at,Caenorhabditis elegans,3.1.1.4
18107,[133874],,40,"highest enzyme activity rate, but decrease of substrate occurs",Sus scrofa,3.1.1.4
18108,[729817],,45,,Dasyatis pastinaca,3.1.1.4
18109,[650880],,50,,Patiria pectinifera,3.1.1.4
18110,[665879],,50,,Patiria pectinifera,3.1.1.4
18111,[679567],,50,,Patiria pectinifera,3.1.1.4
18112,[707280],,50,,Hexaplex trunculus,3.1.1.4
18113,[750890],,50,,Diplodus annularis,3.1.1.4
18114,[749606],,50,enzyme expressed in Pichia pastoris,Streptomyces violaceoruber,3.1.1.4
18115,[731034],,50,64% of maximum activity,Photobacterium damselae,3.1.1.4
18116,[133883],55,50,EC-IV-PLA2,Echis carinatus,3.1.1.4
18117,[745182],,90,,Pyrococcus horikoshii,3.1.1.4
18118,[666811],,90,,Aeropyrum pernix,3.1.1.4
18119,[170675],,25,,Rhodotorula toruloides,3.1.1.41
18120,[677538],,25,assay at,Bacillus pumilus,3.1.1.41
18121,[747164],,25,assay at,Thermotoga maritima,3.1.1.41
18122,[651823],,28,,Staphylococcus sp.,3.1.1.41
18123,[660484],,30,,Escherichia coli,3.1.1.41
18124,[660484],,30,,Pseudomonas sp.,3.1.1.41
18125,[170672],,35,,Rhodotorula glutinis,3.1.1.41
18126,[729073],,40,assay at,Bacillus subtilis,3.1.1.41
18127,[170666],50,40,,Bacillus subtilis,3.1.1.41
18128,[170667],50,40,,Bacillus subtilis,3.1.1.41
18129,[649401],,45,,Acremonium chrysogenum,3.1.1.41
18130,[170665],,50,,Acremonium chrysogenum,3.1.1.41
